# lam trans
0.8 0.0
0.8200000000000001 0.0
0.8400000000000001 0.0
0.8600000000000001 0.0
0.8800000000000001 0.0
0.9000000000000001 0.0
0.9200000000000002 0.0
0.9400000000000002 0.0
0.9600000000000002 0.0
0.9800000000000002 0.0
1.0000000000000002 0.3
1.0200000000000002 0.3
1.0400000000000003 0.3
1.0600000000000003 0.3
1.0800000000000003 0.3
1.1000000000000003 0.3
1.1200000000000003 0.3
1.1400000000000003 0.3
1.1600000000000004 0.3
1.1800000000000004 0.3
1.2000000000000004 0.3
1.2200000000000004 0.3
1.2400000000000004 0.3
1.2600000000000005 0.3
1.2800000000000005 0.3
1.3000000000000005 0.3
1.3200000000000005 0.3
1.3400000000000005 0.3
1.3600000000000005 0.3
1.3800000000000006 0.3
1.4000000000000006 0.3
1.4200000000000006 0.3
1.4400000000000006 0.3
1.4600000000000006 0.3
1.4800000000000006 0.3
1.5000000000000007 0.3
1.5200000000000007 0.3
1.5400000000000007 0.3
1.5600000000000007 0.3
1.5800000000000007 0.3
1.6000000000000008 0.3
1.6200000000000008 0.3
1.6400000000000008 0.3
1.6600000000000008 0.3
1.6800000000000008 0.3
1.7000000000000008 0.3
1.7200000000000009 0.3
1.7400000000000009 0.3
1.760000000000001 0.3
1.780000000000001 0.3
1.800000000000001 0.3
1.820000000000001 0.3
1.840000000000001 0.3
1.860000000000001 0.3
1.880000000000001 0.3
1.900000000000001 0.3
1.920000000000001 0.3
1.940000000000001 0.3
1.960000000000001 0.3
1.980000000000001 0.3
2.000000000000001 0.3
2.0200000000000014 0.3
2.040000000000001 0.3
2.0600000000000014 0.3
2.080000000000001 0.3
2.1000000000000014 0.3
2.120000000000001 0.3
2.1400000000000015 0.3
2.160000000000001 0.3
2.1800000000000015 0.3
2.200000000000001 0.3
2.2200000000000015 0.3
2.240000000000001 0.3
2.2600000000000016 0.3
2.280000000000001 0.3
2.3000000000000016 0.3
2.320000000000001 0.3
2.3400000000000016 0.3
2.360000000000001 0.3
2.3800000000000017 0.3
2.4000000000000012 0.3
2.4200000000000017 0.3
2.4400000000000013 0.3
2.4600000000000017 0.3
2.4800000000000013 0.3
2.5000000000000018 0.3
2.5200000000000014 0.3
2.540000000000002 0.3
2.5600000000000014 0.3
2.580000000000002 0.3
2.6000000000000014 0.3
2.620000000000002 0.3
2.6400000000000015 0.3
2.660000000000002 0.3
2.6800000000000015 0.3
2.700000000000002 0.3
2.7200000000000015 0.3
2.740000000000002 0.3
2.7600000000000016 0.3
2.780000000000002 0.3
2.8000000000000016 0.3
2.820000000000002 0.3
2.8400000000000016 0.3
2.860000000000002 0.3
2.8800000000000017 0.3
2.900000000000002 0.3
2.9200000000000017 0.3
2.940000000000002 0.3
2.9600000000000017 0.3
2.980000000000002 0.3
3.0000000000000018 0.3
3.0200000000000022 0.3
3.040000000000002 0.3
3.0600000000000023 0.3
3.080000000000002 0.3
3.1000000000000023 0.3
3.120000000000002 0.3
3.1400000000000023 0.3
3.160000000000002 0.3
3.1800000000000024 0.3
3.200000000000002 0.3
3.2200000000000024 0.3
3.240000000000002 0.3
3.2600000000000025 0.3
3.280000000000002 0.3
3.3000000000000025 0.3
3.320000000000002 0.3
3.3400000000000025 0.3
3.360000000000002 0.3
3.3800000000000026 0.3
3.400000000000002 0.3
3.4200000000000026 0.3
3.440000000000002 0.3
3.4600000000000026 0.3
3.480000000000002 0.3
3.5000000000000027 0.3
3.5200000000000022 0.3
3.5400000000000027 0.3
3.5600000000000023 0.3
3.5800000000000027 0.3
3.6000000000000023 0.3
3.6200000000000028 0.3
3.6400000000000023 0.3
3.660000000000003 0.3
3.6800000000000024 0.3
3.700000000000003 0.3
3.7200000000000024 0.3
3.740000000000003 0.3
3.7600000000000025 0.3
3.780000000000003 0.3
3.8000000000000025 0.3
3.820000000000003 0.3
3.8400000000000025 0.3
3.860000000000003 0.3
3.8800000000000026 0.3
3.900000000000003 0.3
3.9200000000000026 0.3
3.940000000000003 0.3
3.9600000000000026 0.3
3.980000000000003 0.3
4.000000000000003 0.0
4.020000000000003 0.0
4.040000000000003 0.0
4.060000000000003 0.0
4.080000000000003 0.0
4.100000000000003 0.0
4.120000000000003 0.0
4.140000000000003 0.0
4.160000000000003 0.0
4.180000000000003 0.0
4.200000000000003 0.0
