#	xBlue	yBlue
#		
	0.62414	0.000313
	0.62390	0.000266
	0.62366	0.000381
	0.62342	0.000327
	0.62318	0.000494
	0.62295	0.000308
	0.62271	0.000387
	0.62247	0.000399
	0.62223	0.00042
	0.62199	0.000461
	0.62175	0.000423
	0.62151	0.000423
	0.62128	0.00045
	0.62104	0.000406
	0.62080	0.000405
	0.62056	0.000428
	0.62032	0.000552
	0.62008	0.000499
	0.61984	0.00058
	0.61961	0.000625
	0.61937	0.000544
	0.61913	0.00055
	0.61889	0.00062
	0.61865	0.000556
	0.61841	0.000646
	0.61817	0.00067
	0.61794	0.000779
	0.61770	0.000737
	0.61746	0.000735
	0.61722	0.000765
	0.61698	0.000763
	0.61674	0.000724
	0.61650	0.000797
	0.61627	0.000933
	0.61603	0.000978
	0.61579	0.000933
	0.61555	0.000902
	0.61531	0.000951
	0.61507	0.000965
	0.61483	0.001106
	0.61460	0.001006
	0.61436	0.001095
	0.61412	0.001124
	0.61388	0.001232
	0.61364	0.001272
	0.61340	0.001297
	0.61316	0.001208
	0.61293	0.001304
	0.61269	0.00143
	0.61245	0.001449
	0.61221	0.001489
	0.61197	0.001612
	0.61173	0.001636
	0.61149	0.001616
	0.61126	0.001726
	0.61102	0.00174
	0.61078	0.001652
	0.61054	0.001955
	0.61030	0.001993
	0.61006	0.002085
	0.60982	0.002066
	0.60959	0.002155
	0.60935	0.002352
	0.60911	0.00237
	0.60887	0.002385
	0.60863	0.002439
	0.60839	0.002503
	0.60815	0.002694
	0.60792	0.002892
	0.60768	0.003013
	0.60744	0.00285
	0.60720	0.003226
	0.60696	0.003287
	0.60672	0.00328
	0.60648	0.003429
	0.60624	0.00369
	0.60601	0.003624
	0.60577	0.003966
	0.60553	0.004086
	0.60529	0.004131
	0.60505	0.00427
	0.60481	0.00451
	0.60457	0.004633
	0.60434	0.005016
	0.60410	0.004975
	0.60386	0.005083
	0.60362	0.005353
	0.60338	0.005611
	0.60314	0.005766
	0.60290	0.006033
	0.60267	0.006244
	0.60243	0.006613
	0.60219	0.006792
	0.60195	0.007002
	0.60171	0.00735
	0.60147	0.007687
	0.60123	0.007952
	0.60100	0.008378
	0.60076	0.008623
	0.60052	0.00894
	0.60028	0.009317
	0.60004	0.009737
	0.59980	0.010311
	0.59956	0.010592
	0.59933	0.011005
	0.59909	0.01157
	0.59885	0.011895
	0.59861	0.012563
	0.59837	0.013137
	0.59813	0.013649
	0.59789	0.014106
	0.59766	0.014727
	0.59742	0.01557
	0.59718	0.016162
	0.59694	0.016815
	0.59670	0.017621
	0.59646	0.018414
	0.59622	0.019112
	0.59599	0.019926
	0.59575	0.02089
	0.59551	0.021851
	0.59527	0.023001
	0.59503	0.023861
	0.59479	0.024925
	0.59455	0.026128
	0.59432	0.027267
	0.59408	0.028784
	0.59384	0.030146
	0.59360	0.031604
	0.59336	0.033009
	0.59312	0.034682
	0.59288	0.036391
	0.59265	0.038123
	0.59241	0.040211
	0.59217	0.042087
	0.59193	0.044169
	0.59169	0.046179
	0.59145	0.04836
	0.59121	0.05073
	0.59098	0.053499
	0.59074	0.056467
	0.59050	0.059109
	0.59026	0.06216
	0.59002	0.065123
	0.58978	0.068477
	0.58954	0.072251
	0.58931	0.076027
	0.58907	0.080131
	0.58883	0.083793
	0.58859	0.08828
	0.58835	0.092889
	0.58811	0.09787
	0.58787	0.1035
	0.58763	0.108701
	0.58740	0.114452
	0.58716	0.120099
	0.58692	0.126379
	0.58668	0.133418
	0.58644	0.140834
	0.58620	0.148728
	0.58596	0.156071
	0.58573	0.163881
	0.58549	0.172293
	0.58525	0.181934
	0.58501	0.191596
	0.58477	0.202126
	0.58453	0.213042
	0.58429	0.222745
	0.58406	0.234267
	0.58382	0.246238
	0.58358	0.259745
	0.58334	0.273334
	0.58310	0.285728
	0.58286	0.299863
	0.58262	0.3128
	0.58239	0.328457
	0.58215	0.344184
	0.58191	0.360296
	0.58167	0.377771
	0.58143	0.392648
	0.58119	0.409226
	0.58095	0.426613
	0.58072	0.445611
	0.58048	0.465259
	0.58024	0.483794
	0.58000	0.502523
	0.57976	0.519033
	0.57952	0.538096
	0.57928	0.557578
	0.57905	0.577625
	0.57881	0.597069
	0.57857	0.614602
	0.57833	0.633861
	0.57809	0.649918
	0.57785	0.667723
	0.57761	0.687842
	0.57738	0.706251
	0.57714	0.723841
	0.57690	0.738601
	0.57666	0.754366
	0.57642	0.768526
	0.57618	0.784834
	0.57594	0.800132
	0.57571	0.812826
	0.57547	0.826078
	0.57523	0.836861
	0.57499	0.849766
	0.57475	0.860845
	0.57451	0.871774
	0.57427	0.882286
	0.57404	0.891117
	0.57380	0.89904
	0.57356	0.906784
	0.57332	0.914373
	0.57308	0.921205
	0.57284	0.927937
	0.57260	0.933395
	0.57237	0.937672
	0.57213	0.942697
	0.57189	0.947032
	0.57165	0.951169
	0.57141	0.954832
	0.57117	0.957597
	0.57093	0.960709
	0.57069	0.963349
	0.57046	0.96468
	0.57022	0.966387
	0.56998	0.968506
	0.56974	0.970061
	0.56950	0.971481
	0.56926	0.97235
	0.56902	0.972768
	0.56879	0.973599
	0.56855	0.974283
	0.56831	0.974659
	0.56807	0.975022
	0.56783	0.975114
	0.56759	0.974723
	0.56735	0.975256
	0.56712	0.97508
	0.56688	0.975077
	0.56664	0.974912
	0.56640	0.974577
	0.56616	0.974931
	0.56592	0.97468
	0.56568	0.974195
	0.56545	0.973767
	0.56521	0.973411
	0.56497	0.973195
	0.56473	0.973097
	0.56449	0.972512
	0.56425	0.971996
	0.56401	0.971759
	0.56378	0.971732
	0.56354	0.971548
	0.56330	0.9714
	0.56306	0.97058
	0.56282	0.970254
	0.56258	0.9705
	0.56234	0.969874
	0.56211	0.969517
	0.56187	0.96927
	0.56163	0.968721
	0.56139	0.968403
	0.56115	0.968001
	0.56091	0.968222
	0.56067	0.967683
	0.56044	0.967972
	0.56020	0.967332
	0.55996	0.967021
	0.55972	0.966841
	0.55948	0.966251
	0.55924	0.965818
	0.55900	0.965365
	0.55877	0.965511
	0.55853	0.965676
	0.55829	0.964966
	0.55805	0.964722
	0.55781	0.964687
	0.55757	0.963994
	0.55733	0.963944
	0.55710	0.963504
	0.55686	0.963038
	0.55662	0.962638
	0.55638	0.962243
	0.55614	0.961658
	0.55590	0.961683
	0.55566	0.961196
	0.55543	0.960926
	0.55519	0.959827
	0.55495	0.9595
	0.55471	0.959083
	0.55447	0.958462
	0.55423	0.957668
	0.55399	0.957106
	0.55376	0.956868
	0.55352	0.956143
	0.55328	0.954913
	0.55304	0.95465
	0.55280	0.954036
	0.55256	0.953574
	0.55232	0.952879
	0.55208	0.95194
	0.55185	0.951354
	0.55161	0.950263
	0.55137	0.949193
	0.55113	0.948745
	0.55089	0.948229
	0.55065	0.947155
	0.55041	0.946011
	0.55018	0.944562
	0.54994	0.94354
	0.54970	0.94338
	0.54946	0.941953
	0.54922	0.941168
	0.54898	0.940202
	0.54874	0.938994
	0.54851	0.937893
	0.54827	0.936776
	0.54803	0.935629
	0.54779	0.934777
	0.54755	0.933474
	0.54731	0.932782
	0.54707	0.931499
	0.54684	0.930418
	0.54660	0.929343
	0.54636	0.928096
	0.54612	0.927099
	0.54588	0.9261
